City_ID,City,Cloudiness,Country,Date,Humidity (%),Lat,Lng,Temperature (F),Windspeed (mph)
274,yining,0,CN,1540762407,78,29.04,114.56,39.1,2.04
275,devonport,0,AU,1540762407,84,-41.18,146.36,42.48,3.38
276,kingisepp,48,RU,1540762407,93,59.38,28.61,27.94,4.83
277,vaitape,8,PF,1540762407,100,-16.52,-151.75,80.68,5.95
278,shelton,20,US,1540760280,81,47.22,-123.1,57.2,6.93
279,cidreira,80,BR,1540762408,79,-30.17,-50.22,65.07,7.74
280,xuddur,0,SO,1540762408,92,4.12,43.89,63.9,2.71
281,bathsheba,40,BB,1540760400,74,13.22,-59.52,82.4,6.93
282,port-gentil,20,GA,1540760400,94,-0.72,8.78,75.2,4.7
283,maku,0,IR,1540762409,67,39.29,44.45,15.79,1.36
284,poykovskiy,0,RU,1540760400,95,61.23,73.33,32.0,6.71
285,merta,0,IN,1540762410,46,26.65,74.03,62.73,3.71
286,moissac,90,FR,1540760400,93,44.11,1.08,39.2,3.36
287,college,90,US,1540760760,79,64.86,-147.8,24.8,13.87
288,byron bay,90,AU,1540760400,77,-28.65,153.62,66.2,5.82
289,ponta do sol,20,BR,1540762410,52,-20.63,-46.0,77.58,5.39
290,sinnar,0,IN,1540762411,55,19.85,74.0,63.18,5.06
291,cockburn town,80,TC,1540762411,100,21.46,-71.14,82.21,7.07
292,qaqortoq,36,GL,1540759800,58,60.72,-46.03,28.4,4.7
293,virginia beach,20,US,1540761600,48,36.85,-75.98,62.6,11.41
294,genhe,88,CN,1540762411,81,50.78,121.52,22.77,10.76
295,baykalsk,0,RU,1540762412,92,51.52,104.15,40.0,2.59
296,naze,75,NG,1540760400,94,5.43,7.07,73.4,2.24
297,labuhan,12,ID,1540762412,98,-2.54,115.51,69.25,1.92
298,klaksvik,88,FO,1540759800,70,62.23,-6.59,44.6,24.16
299,vao,92,EE,1540762413,97,59.1,26.19,33.97,6.06
300,nurota,80,UZ,1540758600,76,40.56,65.69,48.2,9.17
301,caruray,44,PH,1540762413,100,10.31,119.01,81.63,8.3
302,rehburg-loccum,75,DE,1540761600,80,52.47,9.2,39.2,11.41
303,phangnga,20,TH,1540760400,88,8.45,98.53,77.0,2.15
304,rotherham,0,GB,1540761600,84,53.43,-1.36,39.2,8.05
305,greytown,0,ZA,1540762415,86,-29.06,30.59,59.89,1.81
306,los llanos de aridane,75,ES,1540760400,72,28.66,-17.92,68.0,13.87
307,bandarbeyla,0,SO,1540762415,100,9.49,50.81,76.68,8.41
308,yeppoon,90,AU,1540760400,74,-23.13,150.74,78.8,6.93
309,mezen,64,RU,1540762416,90,65.85,44.24,27.63,3.94
310,kuusamo,40,FI,1540759800,100,65.96,29.19,17.6,4.7
311,sierpc,92,PL,1540762416,100,52.85,19.67,36.22,17.25
312,kuressaare,0,EE,1540759800,80,58.21,25.84,30.2,4.7
313,loandjili,40,CG,1540760400,94,-4.77,11.87,75.2,4.94
314,lebu,20,ET,1540760400,58,8.96,38.73,55.4,6.93
315,ambilobe,80,MG,1540762417,84,-13.19,49.05,73.98,2.37
316,gracac,0,RS,1540758600,56,43.65,20.83,68.0,11.41
317,perth,0,GB,1540759800,91,56.4,-3.43,35.6,2.24
318,iturama,0,BR,1540762417,53,-19.73,-50.2,81.4,5.39
319,gazanjyk,0,TM,1540762418,89,39.24,55.52,44.32,8.63
320,bocanda,12,CI,1540762418,84,7.06,-4.5,78.03,5.39
321,zuwarah,36,LY,1540762418,70,32.93,12.08,74.83,9.98
322,bairnsdale,0,AU,1540762418,88,-37.83,147.63,48.82,4.38
323,sonoita,1,US,1540760280,21,31.68,-110.66,91.4,8.05
324,leningradskiy,0,RU,1540762419,100,69.38,178.42,12.37,6.51
325,pacific grove,1,US,1540760100,68,36.62,-121.92,77.0,6.93
326,montlucon,92,FR,1540762420,99,46.33,2.6,34.15,9.86
327,riyadh,75,SA,1540760400,72,24.63,46.72,64.4,14.99
328,beringovskiy,80,RU,1540762149,100,63.05,179.32,25.96,8.41
329,ontario,75,US,1540760280,18,34.07,-117.65,91.4,4.7
330,wajir,20,KE,1540762420,93,1.75,40.07,71.59,3.71
331,surbo,40,IT,1540760100,100,40.4,18.13,68.0,23.04
332,padang,68,ID,1540762421,100,-0.92,100.36,80.59,2.93
333,sao felix do xingu,8,BR,1540762421,85,-6.64,-51.99,82.17,1.92
334,koson,0,UZ,1540760400,93,39.04,65.59,48.2,4.7
335,becicherecu mic,0,RO,1540760400,63,45.83,21.05,66.2,10.29
336,mujiayingzi,0,CN,1540762422,47,42.12,118.78,25.78,11.77
337,maues,36,BR,1540762332,72,-3.38,-57.72,87.43,1.92
338,dmitriyevka,12,GE,1540762422,100,43.08,41.0,42.12,3.15
339,san borja,20,BO,1540762422,66,-14.86,-66.75,85.99,2.93
340,pangnirtung,40,CA,1540756800,57,66.15,-65.72,19.4,8.05
341,kuopio,75,FI,1540759800,85,62.89,27.68,24.8,6.93
342,emerald,12,AU,1540762423,76,-23.53,148.16,75.91,14.56
343,kayerkan,76,RU,1540762423,88,69.35,87.76,20.74,8.41
344,touros,0,BR,1540762423,81,-5.2,-35.46,79.65,9.75
345,saint-joseph,92,FR,1540760400,68,43.56,6.97,66.2,6.93
346,acapulco,5,MX,1540759740,74,16.86,-99.88,86.0,5.82
347,namibe,0,AO,1540762424,81,-15.19,12.15,80.32,19.6
348,kjollefjord,0,NO,1540759800,74,70.95,27.35,33.8,17.22
349,beaverlodge,90,CA,1540760400,76,55.21,-119.43,32.0,9.17
350,berdigestyakh,64,RU,1540762425,75,62.1,126.7,16.47,8.41
351,cairns,20,AU,1540760400,73,-16.92,145.77,77.0,6.93
352,acajutla,75,SV,1540759800,59,13.59,-89.83,89.6,6.93
353,zemio,76,CF,1540762426,98,5.02,25.13,68.13,5.17
354,edd,0,ER,1540762426,49,13.93,41.69,68.53,1.92
355,kenai,75,US,1540760160,80,60.55,-151.26,41.0,9.17
356,roma,75,IT,1540760100,82,41.89,12.48,69.8,13.87
357,shubarkuduk,100,KZ,1540762427,90,49.15,56.49,46.17,26.53
358,bonavista,100,CA,1540762427,100,48.65,-53.11,41.13,19.82
359,beloha,76,MG,1540762427,92,-25.17,45.06,64.66,15.01
360,thompson,90,CA,1540760400,80,55.74,-97.86,32.0,4.7
361,lewistown,1,US,1540760100,41,40.39,-90.15,60.8,24.16
362,chifeng,0,CN,1540762428,47,42.27,118.96,25.78,11.77
363,mayo,75,CA,1540760400,69,63.59,-135.9,33.8,9.17
364,kholm,80,RU,1540762428,83,57.15,31.18,31.99,11.32
365,okmulgee,1,US,1540761300,31,35.62,-95.96,75.2,8.05
366,srednekolymsk,12,RU,1540762429,69,67.46,153.71,1.66,5.5
367,waitati,32,NZ,1540762429,98,-45.75,170.57,49.32,3.6
368,de aar,0,ZA,1540762429,19,-30.65,24.01,66.82,5.95
369,lumut,0,ID,1540762429,92,-8.46,120.34,66.1,3.49
370,hasaki,20,JP,1540758600,93,35.73,140.83,50.0,3.36
371,lao cai,88,VN,1540762430,98,22.48,103.95,63.67,1.81
372,richards bay,0,ZA,1540762430,79,-28.77,32.06,67.05,10.2
373,vestmannaeyjar,92,IS,1540762430,100,63.44,-20.27,38.88,7.74
374,yaan,24,NG,1540762431,90,7.38,8.57,76.18,2.59
375,northam,0,GB,1540759800,80,51.04,-4.21,39.2,6.93
376,lavrentiya,48,RU,1540762431,100,65.58,-170.99,26.86,4.16
377,kattivakkam,20,IN,1540760400,83,13.22,80.32,75.2,3.36
378,tucumcari,1,US,1540759980,37,35.17,-103.73,66.2,3.36
379,darnah,0,LY,1540762432,98,32.77,22.64,74.25,19.71
380,westport,56,IE,1540762433,100,53.8,-9.52,39.37,10.09
381,kearney,1,US,1540761300,29,40.7,-99.08,68.0,9.17
382,kedrovyy,0,RU,1540760400,32,56.17,91.82,55.4,13.42
383,saint-louis,75,CH,1540760400,86,47.59,7.56,39.2,11.41
384,batagay-alyta,36,RU,1540762143,76,67.8,130.41,17.32,7.29
385,bud,0,NO,1540759800,68,62.91,6.91,33.8,9.17
386,gao,0,ML,1540762434,31,16.28,-0.04,81.18,8.08
387,dodoma,12,TZ,1540762434,67,-6.18,35.75,68.67,7.63
388,yarega,12,RU,1540762435,80,63.43,53.58,12.15,3.38
389,samana,40,EC,1540760400,55,0.12,-76.97,89.6,4.7
390,kyaikkami,0,MM,1540762435,87,16.08,97.57,75.1,1.81
391,aksarka,88,RU,1540762436,84,66.56,67.8,18.67,3.71
392,coos bay,1,US,1540761300,59,43.37,-124.22,64.4,12.75
393,east wenatchee bench,1,US,1540760100,71,47.43,-120.28,57.2,3.36
394,balabac,0,PH,1540762436,100,7.99,117.06,84.55,8.41
395,mosetse,0,BW,1540762437,16,-20.64,26.64,77.4,14.9
396,teguldet,100,RU,1540762437,70,57.31,88.17,50.67,14.67
397,sao jose da coroa grande,0,BR,1540762437,70,-8.9,-35.15,80.73,16.02
398,arman,90,RU,1540760400,100,59.7,150.17,28.4,4.94
399,sayula,75,MX,1540759260,78,19.88,-103.6,80.6,11.41
400,jiuquan,0,CN,1540762438,52,39.73,98.49,22.63,3.27
401,washington,1,US,1540760580,50,38.9,-77.04,60.8,8.3
402,lata,0,IN,1540762439,54,30.78,78.62,40.9,2.93
403,mayumba,8,GA,1540762439,98,-3.44,10.65,77.26,4.38
404,gaoyou,0,CN,1540762439,86,32.79,119.43,46.21,5.28
405,leh,0,IN,1540762439,61,34.16,77.58,-17.33,2.15
406,tazovskiy,64,RU,1540762440,89,67.47,78.7,14.58,3.6
407,port hardy,75,CA,1540760400,93,50.7,-127.42,50.0,12.75
408,elk city,1,US,1540760100,32,35.41,-99.4,71.6,12.75
409,walvis bay,36,NA,1540760400,77,-22.95,14.51,66.2,3.36
410,banda aceh,8,ID,1540762440,100,5.56,95.32,73.21,2.37
411,hastings,8,NZ,1540762441,89,-39.64,176.84,61.06,6.4
412,manono,88,CD,1540762441,78,-7.3,27.4,73.66,8.08
413,kysyl-syr,88,RU,1540762441,80,63.9,122.77,28.17,9.42
414,karratha,0,AU,1540762441,79,-20.74,116.85,64.8,2.82
415,floresti,12,MD,1540762442,77,47.89,28.3,51.25,7.07
416,havre-saint-pierre,90,CA,1540761240,86,50.23,-63.6,28.4,19.46
417,dogondoutchi,56,NE,1540762442,76,13.64,4.03,77.53,3.15
418,cheyenne,1,US,1540760280,24,41.14,-104.82,69.8,6.93
419,cabedelo,0,BR,1540760400,74,-6.97,-34.84,78.8,6.93
420,olds,75,CA,1540760400,52,51.79,-114.11,46.4,13.87
421,verkhniy avzyan,92,RU,1540762443,98,53.53,57.54,39.01,13.78
422,mikkeli,0,FI,1540761600,92,61.69,27.27,17.6,5.95
423,poum,76,MK,1540762444,58,41.28,20.71,57.28,3.71
424,baruun-urt,0,MN,1540762444,77,46.68,113.28,13.81,8.3
425,capao bonito,20,BR,1540762444,75,-24.01,-48.35,63.45,10.54
426,iqaluit,90,CA,1540760400,79,63.75,-68.52,19.4,5.82
427,pisz,92,PL,1540762445,100,53.63,21.81,36.45,15.9
428,le port,20,FR,1540762445,98,42.87,1.37,20.38,1.36
429,arawa,88,NG,1540762445,82,7.05,3.9,77.98,1.59
430,belmonte,0,PT,1540762446,67,40.36,-7.35,39.42,9.64
431,bahir dar,20,ET,1540762446,69,11.59,37.39,56.47,2.71
432,tabuk,56,PH,1540762446,82,17.41,121.44,54.58,2.59
433,south lake tahoe,1,US,1540761300,19,38.93,-119.98,73.4,11.41
434,coihaique,75,CL,1540760400,59,-45.58,-72.07,62.6,3.36
435,saint-pierre,90,FR,1540760400,63,48.95,4.24,44.6,24.16
436,lukulu,0,ZM,1540762447,26,-14.38,23.24,74.88,11.54
437,lewisville,1,US,1540760100,37,33.05,-96.99,87.8,4.7
438,saint-augustin,90,FR,1540760400,100,44.83,-0.61,41.0,6.93
439,ormond beach,1,US,1540759980,52,29.29,-81.06,73.4,3.36
440,bure,48,NG,1540762448,73,10.52,10.33,75.19,3.27
441,sokolo,0,ML,1540762448,49,14.74,-6.12,76.05,4.16
442,susanville,75,US,1540760100,32,40.42,-120.65,68.0,8.05
443,nizhniy odes,0,RU,1540762449,82,63.64,54.86,14.8,2.37
444,bitung,20,ID,1540760400,94,1.44,125.19,75.2,1.12
445,plouzane,76,FR,1540760400,75,48.38,-4.62,48.2,9.17
446,san cristobal,40,EC,1540760400,52,-0.39,-78.55,66.2,16.11
447,batemans bay,24,AU,1540762450,100,-35.71,150.18,53.68,3.6
448,khanpur,0,PK,1540762450,71,28.65,70.66,66.87,2.93
449,roros,0,NO,1540759800,91,62.57,11.38,-0.41,2.24
450,sirsi,0,IN,1540762451,50,14.62,74.84,67.81,7.52
451,malindi,92,KE,1540762451,89,-3.22,40.12,77.71,8.63
452,portland,40,US,1540760160,67,45.52,-122.67,62.6,5.82
453,caravelas,88,BR,1540762451,100,-17.73,-39.27,75.42,20.15
454,mikhaylovskoye,0,RU,1540762452,75,43.1,44.64,34.02,2.71
455,whitehorse,75,CA,1540760400,86,60.72,-135.06,28.4,5.82
456,andros,0,GR,1540759800,77,37.83,24.93,64.4,6.93
457,eyl,0,SO,1540762452,100,7.98,49.82,74.83,7.18
458,wuan,0,CN,1540762453,53,31.68,112.0,47.11,7.29
459,noumea,90,NC,1540760400,69,-22.28,166.46,75.2,6.93
460,sandviken,56,SE,1540762453,100,60.62,16.77,30.55,5.84
461,fort saint james,36,CA,1540762453,86,54.43,-124.25,43.65,3.83
462,kondinskoye,80,RU,1540762454,83,59.65,67.41,34.02,5.06
463,moose factory,40,CA,1540760400,64,51.26,-80.61,32.0,6.93
464,tsaratanana,20,MG,1540762454,92,-16.8,47.65,63.27,2.15
465,lasa,20,CY,1540760400,67,34.92,32.53,60.8,8.05
466,linjiang,88,CN,1540762455,75,41.81,126.91,22.68,3.94
467,necochea,76,AR,1540762455,92,-38.55,-58.74,66.82,6.73
468,chadiza,0,ZM,1540762456,34,-14.06,32.43,70.33,12.1
469,bamiantong,0,CN,1540762456,75,44.93,130.53,12.42,3.38
470,urukh,0,RU,1540760400,56,43.3,44.03,42.8,4.47
471,dedougou,12,BF,1540762456,74,12.47,-3.47,80.86,4.83
472,buchanan,40,LR,1540760400,94,5.88,-10.05,78.8,7.29
473,bermeo,75,ES,1540760400,93,43.42,-2.72,42.8,2.24
474,moranbah,20,AU,1540762457,63,-22.0,148.04,75.33,7.85
475,wamba,12,CD,1540762457,90,2.14,27.99,70.38,1.7
476,nehe,56,CN,1540762458,95,48.48,124.88,25.47,8.41
477,barra dos coqueiros,0,BR,1540760400,69,-10.91,-37.04,80.6,16.11
478,hay river,75,CA,1540760400,92,60.82,-115.79,28.4,6.93
479,grants,1,US,1540761300,15,35.15,-107.85,71.6,3.36
480,toccoa,1,US,1540761300,52,34.58,-83.33,69.8,11.41
481,teya,75,MX,1540759860,55,21.05,-89.07,86.0,11.41
482,meadow lake,75,CA,1540760400,49,54.13,-108.44,48.2,5.82
483,menongue,0,AO,1540762459,34,-14.66,17.68,68.35,4.94
484,gejiu,80,CN,1540762459,97,23.36,103.16,59.62,2.37
485,amapa,75,HN,1540760400,62,15.09,-87.97,87.8,13.87
486,gari,88,RU,1540762460,75,59.43,62.35,32.67,3.38
487,anju,0,KP,1540762460,100,39.62,125.66,30.55,6.96
488,dapaong,44,TG,1540762460,72,10.86,0.2,80.14,4.38
489,sabha,64,LY,1540762461,37,27.03,14.43,70.38,2.93
490,saint-francois,90,FR,1540760400,86,46.42,3.91,41.0,2.24
491,turayf,0,SA,1540760400,57,31.68,38.65,50.0,4.7
492,siocon,80,PH,1540762461,100,11.03,124.04,80.5,15.57
493,guerrero negro,64,MX,1540762462,46,27.97,-114.04,83.65,8.63
494,lusambo,64,CD,1540762462,94,-4.97,23.44,72.49,2.15
495,quatre cocos,20,MU,1540760400,82,-20.21,57.76,68.0,5.82
496,muisne,88,EC,1540762462,70,0.61,-80.02,81.04,5.84
497,rio gallegos,0,AR,1540760400,70,-51.62,-69.22,57.2,10.29
498,ergani,0,TR,1540759800,87,38.27,39.76,48.2,3.36
499,atkarsk,88,RU,1540762463,97,51.88,45.01,47.02,8.41
500,tiksi,80,RU,1540762463,86,71.64,128.87,29.52,22.06
501,hohhot,0,CN,1540756800,35,40.81,111.65,41.0,15.66
502,catuday,20,PH,1540762464,91,16.29,119.81,77.89,18.25
503,tromso,40,NO,1540759800,64,69.65,18.96,33.8,19.46
504,indramayu,80,ID,1540762464,98,-4.05,103.78,69.03,2.71
505,zhigalovo,0,RU,1540762464,67,54.81,105.15,17.82,2.15
506,brookings,1,US,1540761300,35,44.31,-96.8,59.0,17.22
507,carutapera,0,BR,1540762465,71,-1.2,-46.02,83.11,10.98
508,celestun,0,MX,1540762272,98,20.87,-90.4,81.67,21.16
509,alofi,88,NU,1540760400,69,-19.06,-169.92,82.4,11.41
510,taoudenni,0,ML,1540762465,25,22.68,-3.98,76.72,7.4
511,orlik,0,RU,1540762466,47,52.51,99.83,-2.03,2.93
512,shimoda,0,JP,1540762466,100,34.7,138.93,65.56,25.41
513,smithers,90,CA,1540760400,87,54.78,-127.17,42.8,4.7
514,popova,0,RS,1540760400,45,43.33,21.27,68.0,3.36
515,isabela,68,PH,1540762467,95,10.2,122.99,71.05,2.93
516,kasongo,88,CD,1540762467,91,-4.43,26.67,71.23,4.72
517,katangli,0,RU,1540762467,100,51.71,143.23,36.94,7.96
518,mercedes,88,UY,1540762467,58,-33.25,-58.03,73.53,4.5
519,fare,0,PF,1540762468,99,-16.7,-151.02,81.31,4.5
520,san jose,48,PH,1540762287,83,15.79,120.99,64.53,2.04
521,haines junction,12,CA,1540762469,89,60.75,-137.51,21.78,2.59
522,cabo san lucas,5,MX,1540759440,65,22.89,-109.91,87.8,5.82
523,tuatapere,92,NZ,1540762469,100,-46.13,167.69,47.52,3.94
524,kaitangata,32,NZ,1540762469,97,-46.28,169.85,51.52,4.61
525,calvinia,64,ZA,1540762469,13,-31.47,19.78,85.36,7.63
526,kudahuvadhoo,88,MV,1540762470,100,2.67,72.89,78.75,15.57
527,zalesovo,88,RU,1540762470,67,54.0,84.74,37.84,24.18
528,bonfim,20,BR,1540760400,51,-20.33,-44.24,80.6,4.7
529,chimore,80,BO,1540762471,83,-16.98,-65.13,79.51,2.59
530,shubarshi,88,KZ,1540762471,75,48.59,57.19,45.4,24.07
531,chapais,90,CA,1540760940,92,49.78,-74.86,28.4,9.17
532,bambanglipuro,76,ID,1540762471,100,-7.95,110.28,69.3,2.04
533,port hawkesbury,90,CA,1540760880,93,45.62,-61.36,59.0,10.29
534,guhagar,0,IN,1540762472,83,17.48,73.19,81.04,5.95
535,manadhoo,92,MV,1540762472,100,5.77,73.38,80.41,13.44
536,danjiangkou,0,CN,1540762473,46,32.54,111.51,49.9,7.85
537,pallasovka,36,RU,1540762473,66,50.04,46.89,58.18,16.24
538,chulman,0,RU,1540762473,73,56.84,124.9,4.36,3.15
539,dubti,0,ET,1540762473,52,11.74,41.09,69.52,5.95
540,burnie,0,AU,1540762474,100,-41.05,145.91,50.89,11.43
541,poya,68,NC,1540762474,100,-21.35,165.16,72.45,5.5
542,ulaangom,88,MN,1540762474,66,49.98,92.07,19.17,2.04
543,voyvozh,36,RU,1540762474,90,62.89,54.96,23.53,6.29
544,gat,0,SN,1540760400,62,14.69,-16.54,84.2,4.7
545,ahipara,92,NZ,1540762475,100,-35.17,173.16,54.4,21.16
546,manzhouli,48,CN,1540762475,79,49.6,117.43,16.96,6.73
547,tautira,75,PF,1540760400,74,-17.73,-149.15,82.4,12.75
548,san quintin,40,PH,1540760400,64,17.54,120.52,75.2,6.93
549,ambon,0,FR,1540760400,45,47.55,-2.56,46.4,16.11
550,lazaro cardenas,5,MX,1540759260,29,28.39,-105.62,78.8,5.82
